Name: Barclay-Kingston | Temperature: -273.1
Name: Merton | Temperature: 9.9
Name: Lyons | Temperature: -2.3
Name: Macedonia | Temperature: -1.7
Name: Joppatowne | Temperature: -0.3
Name: Madera Acres | Temperature: 9.8
Name: Merrifield | Temperature: 0.9
Name: Logan | Temperature: -4.8
Name: Leavenworth | Temperature: -1.2
Name: Mercer Island | Temperature: 3.8
Name: Londonderry | Temperature: 4.7
Name: Mountain Park | Temperature: 10.5
Name: Jensen Beach | Temperature: 13.9
Name: Moline | Temperature: -6.8
Name: Lyndhurst | Temperature: 1.2
Name: Mountain Top | Temperature: -0.1
Name: Merrydale | Temperature: 13.9
Name: Kailua | Temperature: 22.8
Name: Long Beach | Temperature: 17.7
Name: Marion | Temperature: 1.3
Name: Kailua | Temperature: 22.8
Name: Leacock-Leola-Bareville | Temperature: -273.1
Name: Brandon | Temperature: 10.8
Name: Lebanon | Temperature: 5.7
Name: Lodi | Temperature: 10.7
Name: Lodi | Temperature: 10.7
Name: Madison | Temperature: 6.5
Name: Mira Loma | Temperature: 14.6
Name: Monmouth | Temperature: 0.9
Name: Newark | Temperature: 1.6
Name: Logan | Temperature: -4.8
Name: Merrimac | Temperature: -0.9
Name: Live Oak | Temperature: 13.0
Name: Miami | Temperature: 17.6
Name: Mesquite | Temperature: 10.7
Name: Londonderry | Temperature: 4.7
Name: Berwick | Temperature: -2.1
Name: Manorhaven | Temperature: 2.9
Name: Mukilteo | Temperature: 3.0
Name: Livonia | Temperature: -2.9
Name: Little Ferry | Temperature: 1.4
Name: Macon | Temperature: -1.7
Name: Madison Heights | Temperature: -273.1
Name: Long Beach | Temperature: 17.7
Name: Mesquite | Temperature: 10.7
Name: Kaneohe | Temperature: 23.1
Name: Lynchburg | Temperature: -0.6
Name: Berwick | Temperature: -2.1
Name: Missoula | Temperature: -2.6
Name: Lockhart | Temperature: 11.1
Name: Miami Beach | Temperature: 18.0
Name: Jerseyville | Temperature: 2.3
Name: Lutherville-Timonium | Temperature: -273.1
Name: Jericho | Temperature: 5.0
Name: Lockhart | Temperature: 11.1
Name: Madison | Temperature: 6.5
Name: Marlow Heights | Temperature: -273.1
Name: Lockport | Temperature: -2.0
Name: Monroe | Temperature: -2.3
Name: Machesney Park | Temperature: -4.4
Name: Lochearn | Temperature: 0.5
Name: Little Falls | Temperature: 0.1
Name: Long Beach | Temperature: 17.7
Name: Marion | Temperature: 1.3
Name: Kahului | Temperature: 21.6
Name: Mesa | Temperature: 19.8
Name: Mitchell | Temperature: -9.0
Name: Livingston | Temperature: 0.9
Name: Lockport | Temperature: -2.0
Name: Livingston | Temperature: 0.9
Name: Justice | Temperature: -2.3
Name: Marlborough | Temperature: 16.1
Name: Littleton | Temperature: -3.3
Name: Monroe | Temperature: -2.3
Name: Lutz | Temperature: 11.6
Name: Miramar | Temperature: 17.9
Name: Loma Linda | Temperature: 13.4
Name: Miamisburg | Temperature: 3.0
Name: Madison | Temperature: 6.5
Name: Marinette | Temperature: -10.7
Name: Monroe | Temperature: -2.3
Name: Miami | Temperature: 17.6
Name: Meriden | Temperature: -2.0
Name: Kaukauna | Temperature: -10.3
Name: Bowling Green | Temperature: 4.8
Name: Little Silver | Temperature: 1.0
Name: Monmouth | Temperature: 0.9
Name: Kansas City | Temperature: 0.4
Name: Meriden | Temperature: -2.0
Name: Monroe | Temperature: -2.3
Name: Missouri City | Temperature: 15.9
Name: Monessen | Temperature: 0.3
Name: Little Falls | Temperature: 0.1
Name: Lock Haven | Temperature: -273.1
Name: Miami Springs | Temperature: 17.6
Name: Katy | Temperature: 15.9
Name: Miami Lakes | Temperature: 17.1
Name: Kapaa | Temperature: 21.2
Name: Monroe | Temperature: -2.3
Name: Lloyd | Temperature: -2.0
Name: Monroe | Temperature: -2.3
Name: Jesup | Temperature: 4.0
Name: Mission Viejo | Temperature: 16.9
Name: Monroe | Temperature: -2.3
Name: Madison | Temperature: 6.5
Name: Lombard | Temperature: -2.8
Name: Lee’s Summit | Temperature: 0.4
Name: Kalispell | Temperature: -0.1
Name: Middle Island | Temperature: -0.1
Name: Micco | Temperature: 12.0
Name: Magnolia | Temperature: 9.8
Name: Long Grove | Temperature: -4.1
Name: Lynbrook | Temperature: 1.6
Name: Monroe | Temperature: -2.3
Name: Suitland-Silver Hill | Temperature: -273.1
Name: Kearney | Temperature: -2.8
Name: Kaysville | Temperature: -2.1
Name: Merrick | Temperature: 0.9
Name: Keene | Temperature: -0.6
Name: Mexico | Temperature: 29.0
Name: Marshall | Temperature: 6.8
Name: Madison Park | Temperature: 1.1
Name: Macomb | Temperature: -5.4
Name: Newark | Temperature: 1.6
Name: Kearns | Temperature: -2.9
Name: Monroeville | Temperature: 0.1
Name: Mitchellville | Temperature: -0.7
Name: Mountain Brook | Temperature: 8.9
Name: Magalia | Temperature: 13.7
Name: West Haven | Temperature: -273.1
Name: Burleson | Temperature: 10.8
Name: Magna | Temperature: -2.9
Name: Lomita | Temperature: 17.6
Name: Victoria | Temperature: 18.7
Name: Monaca | Temperature: 0.9
Name: London | Temperature: 10.0
Name: Middleborough | Temperature: -1.4
Name: Kearny | Temperature: 1.5
Name: Bath | Temperature: 10.9
Name: West Haven | Temperature: -273.1
Name: Ayer | Temperature: 2.8
Name: Newark | Temperature: 1.6
Name: Jupiter | Temperature: 15.5
Name: Leeds | Temperature: 10.6
Name: Montebello | Temperature: 17.0
Name: Monroe | Temperature: -2.3
Name: Marlton | Temperature: -0.2
Name: Madison | Temperature: 6.5
Name: Monett | Temperature: -0.3
Name: Kelso | Temperature: 2.3
Name: Junction City | Temperature: -1.8
Name: Kalamazoo | Temperature: -4.2
Name: Stuart | Temperature: 13.5
Name: Keller | Temperature: 10.2
Name: Newberg | Temperature: 3.6
Name: Montclair | Temperature: 0.4
Name: Lockport | Temperature: -2.0
Name: Madera | Temperature: 7.5
Name: Metuchen | Temperature: 0.8
Name: Mexia | Temperature: 10.0
Name: Marshall | Temperature: 6.8
Name: Kalaoa | Temperature: 20.1
Name: The Village | Temperature: 1.4
Name: Waite Park | Temperature: -18.0
Name: Trinidad | Temperature: 21.4
Name: Wareham | Temperature: 10.2
Name: The Pinery | Temperature: -4.7
Name: Monroe | Temperature: -2.3
Name: Turlock | Temperature: 11.0
Name: Wharton | Temperature: 15.7
Name: Kansas City | Temperature: 0.4
Name: Kaneohe Station | Temperature: 23.0
Name: St. John | Temperature: -3.2
Name: West Long Branch | Temperature: 1.2
Name: Sun City West | Temperature: 18.5
Name: Kaufman | Temperature: 10.9
Name: Villas | Temperature: 14.4
Name: Madison | Temperature: 6.5
Name: Vandenberg AFB | Temperature: -273.1
Name: Madison | Temperature: 6.5
Name: West Babylon | Temperature: 0.7
Name: Monona | Temperature: -9.5
Name: Joliet | Temperature: -1.9
Name: Longboat Key | Temperature: 12.9
Name: Bemidji | Temperature: -20.0
Name: Metropolis | Temperature: 3.4
Name: Jollyville | Temperature: 8.9
Name: Madeira | Temperature: 14.8
Name: Taylor | Temperature: 7.0
Name: Middle Valley | Temperature: 7.1
Name: Mokena | Temperature: -1.9
Name: Kannapolis | Temperature: 8.9
Name: Webster Groves | Temperature: 2.8
Name: Madison Heights | Temperature: -273.1
Name: Wilmington | Temperature: 9.1
Name: Westerville | Temperature: 1.9
Name: Western Springs | Temperature: -2.5
Name: Taylor | Temperature: 7.0
Name: Keansburg | Temperature: 1.1
Name: Marshfield | Temperature: -13.5
Name: Wyckoff | Temperature: -0.7
Name: Newberry | Temperature: 11.1
Name: Middle River | Temperature: 0.2
Name: Marshalltown | Temperature: -12.7
Name: Madison | Temperature: 6.5
Name: Troy | Temperature: -3.5
Name: Sun City | Temperature: 18.7
Name: Venice | Temperature: 12.1
Name: Marlborough | Temperature: 16.1
Name: Miami Shores | Temperature: 17.4
Name: Michigan City | Temperature: -1.1
Name: Terre Haute | Temperature: -273.1
Name: Madisonville | Temperature: 4.6
Name: Urbana | Temperature: -1.4
Name: Keizer | Temperature: 3.0
Name: Mountainside | Temperature: 0.6
Name: Long Branch | Temperature: 1.2
Name: Weigelstown | Temperature: 3.1
Name: Kankakee | Temperature: -1.8
Name: Wharton | Temperature: 15.7
Name: Villas | Temperature: 14.4
Name: Terrace Heights | Temperature: -273.1
Name: West Plains | Temperature: 0.4
Name: Erie | Temperature: -2.0
Name: Vienna | Temperature: 4.9
Name: Wilmington Island | Temperature: 7.9
Name: Methuen | Temperature: -1.2
Name: Thousand Oaks | Temperature: 13.8
Name: Mukwonago | Temperature: -7.9
Name: Urbana | Temperature: -1.4
Name: Marshfield | Temperature: -13.5
Name: Juneau and | Temperature: -273.1
Name: Newburg | Temperature: 4.2
Name: Metairie | Temperature: 13.8
Name: Bellmead | Temperature: 10.0
Name: Monahans | Temperature: 6.4
Name: Lompoc | Temperature: 14.9
Name: Vista | Temperature: 16.5
Name: Montrose | Temperature: -3.7
Name: University Park | Temperature: 16.4
Name: Munhall | Temperature: 0.3
Name: Turtle Creek | Temperature: 0.2
Name: Wheaton-Glenmont | Temperature: -273.1
Name: Union City | Temperature: 12.8
Name: Sullivan | Temperature: 3.7
Name: Wheat Ridge | Temperature: -4.1
Name: Sullivan | Temperature: 3.7
Name: Marlin | Temperature: 10.0
Name: Waipio | Temperature: 23.4
Name: Newburgh | Temperature: -0.1
Name: Wake Forest | Temperature: 5.7
Name: Williamstown | Temperature: 0.1
Name: Whitehall | Temperature: 1.5
Name: Vienna | Temperature: 4.9
Name: Vidalia | Temperature: 7.0
Name: Tupelo | Temperature: 8.8
Name: Urbandale | Temperature: -9.1
Name: Milford | Temperature: 0.5
Name: Truckee | Temperature: -2.6
Name: Big Spring | Temperature: 5.4
Name: St. Michael | Temperature: -0.2
Name: Londontowne | Temperature: 0.4
Name: Joplin | Temperature: -0.6
Name: Weston | Temperature: 17.0
Name: Willoughby | Temperature: -1.1
Name: Wilson | Temperature: 5.7
Name: Brawley | Temperature: 15.2
Name: Vashon | Temperature: 3.6
Name: St. Matthews | Temperature: 21.7
Name: West Bend | Temperature: -8.5
Name: West Mifflin | Temperature: 0.3
Name: Waterford | Temperature: -4.5
Name: Weston | Temperature: 17.0
Name: Claremont | Temperature: 15.4
Name: West Modesto | Temperature: 11.5
Name: Burlington | Temperature: -0.1
Name: West Perrine | Temperature: 16.0
Name: Westgate-Belvedere Homes | Temperature: -273.1
Name: Trooper | Temperature: -0.9
Name: Weddington | Temperature: 9.9
Name: Walker Mill | Temperature: 1.1
Name: Wilmington Manor | Temperature: 0.8
Name: Burlington | Temperature: -0.1
Name: Willimantic | Temperature: -1.8
Name: Wilson | Temperature: 5.7
Name: Troy | Temperature: -3.3
Name: Sun Prairie | Temperature: -9.5
Name: Willoughby Hills | Temperature: -273.1
Name: Trinity | Temperature: 12.6
Name: Beverly Hills | Temperature: -273.1
Name: The Villages | Temperature: 9.0
Name: Trumann | Temperature: 6.4
Name: Terrytown | Temperature: 13.5
Name: West Caldwell | Temperature: 0.0
Name: Whitehall | Temperature: 1.5
Name: Willow Grove | Temperature: 0.9
Name: St. Johns | Temperature: -1.8
Name: Bethlehem | Temperature: 23.0
Name: West Slope | Temperature: 4.1
Name: Venice Gardens | Temperature: 12.1
Name: Westfield | Temperature: -1.6
Name: Westmoreland | Temperature: 0.2
Name: Cedar Hill | Temperature: -273.1
Name: St. Paul | Temperature: -13.6
Name: Vidor | Temperature: 13.9
Name: West Point | Temperature: 8.9
Name: Terrell | Temperature: 10.6
Name: West Carson | Temperature: 17.6
Name: Wichita | Temperature: -0.3
Name: Burlington | Temperature: -0.1
Name: Uvalde | Temperature: 8.9
Name: Mahopac | Temperature: -2.4
Name: University Park | Temperature: 16.4
Name: Williamstown | Temperature: 0.1
Name: Brazil | Temperature: 2.2
Name: Burlington | Temperature: -0.1
Name: Brentwood | Temperature: 0.8
Name: Weston | Temperature: 17.0
Name: West Richland | Temperature: 1.5
Name: Sunbury | Temperature: 25.6
Name: West Chicago | Temperature: -3.1
Name: West Monroe | Temperature: 10.0
Name: St. Peters | Temperature: 2.7
Name: Walden | Temperature: -1.2
Name: Benton | Temperature: -0.1
Name: Wheaton | Temperature: -3.2
Name: Waynesboro | Temperature: -1.1
Name: Sulphur Springs | Temperature: 9.7
Name: West Carrollton City | Temperature: 3.0
Name: Thibodaux | Temperature: 11.4
Name: Westfield | Temperature: -1.6
Name: Selma | Temperature: 12.2
Name: Willowbrook | Temperature: 17.5
Name: West Sacramento | Temperature: 11.0
Name: West Seneca | Temperature: -1.7
Name: Uxbridge | Temperature: -2.5
Name: Wilna | Temperature: -1.6
Name: Trenton | Temperature: -0.4
Name: Bethel | Temperature: -0.9
Name: Southbridge | Temperature: -2.6
Name: Wheelersburg | Temperature: -0.7
Name: Waterford | Temperature: -4.5
Name: Batavia | Temperature: -3.4
Name: Brandon | Temperature: 10.8
Name: Willow Street | Temperature: 0.3
Name: Branson | Temperature: 1.3
Name: Selma | Temperature: 12.2
Name: Westland | Temperature: 7.8
Name: Whitinsville | Temperature: -2.8
Name: Clairton | Temperature: 0.7
Name: West Point | Temperature: 8.9
Name: Columbus | Temperature: 1.8
Name: Westlake | Temperature: -1.0
Name: St. Petersburg | Temperature: -5.0
Name: Sun Valley | Temperature: -0.2
Name: Victorville | Temperature: 6.0
Name: Bethel Park | Temperature: 0.3
Name: Waldorf | Temperature: -0.7
Name: Trumbull | Temperature: -0.0
Name: Terryville | Temperature: 0.2
Name: Burlington | Temperature: -0.1
Name: Whitney | Temperature: 11.1
Name: Wheatfield | Temperature: -1.5
Name: Whittier | Temperature: 17.5
Name: Bethlehem | Temperature: 23.0
Name: Wheeling | Temperature: -3.7
Name: Utica | Temperature: -2.3
Name: Waynesboro | Temperature: -1.1
Name: Whitestown | Temperature: 0.9
Name: West Milford | Temperature: -1.1
Name: Centerville | Temperature: 3.0
Name: Williston | Temperature: 0.2
Name: Willmar | Temperature: -17.9
Name: Weston | Temperature: 17.0
Name: Williston | Temperature: 0.2
Name: Southbury | Temperature: -1.0
Name: Clanton | Temperature: 9.6
Name: Castle Rock | Temperature: -3.8
Name: Vadnais Heights | Temperature: -273.1
Name: Bettendorf | Temperature: -6.9
Name: Sunland Park | Temperature: 6.2
Name: Wilmington | Temperature: 9.1
Name: View Park-Windsor Hills | Temperature: -273.1
Name: Whitewater | Temperature: -8.2
Name: Waldwick | Temperature: -0.6
Name: Wichita Falls | Temperature: 7.1
Name: Truth or Consequences | Temperature: 4.1
Name: Snohomish | Temperature: 1.6
Name: Clark | Temperature: 10.7
Name: Westbrook | Temperature: -2.5
Name: St. Stephens | Temperature: -273.1
Name: Wildomar | Temperature: 11.8
Name: Warr Acres | Temperature: 1.4
Name: West Lake Stevens | Temperature: 2.7
Name: Thomaston | Temperature: 10.7
Name: University Park | Temperature: 16.4
Name: Concord | Temperature: 11.6
Name: Theodore | Temperature: 10.1
Name: St. Peter | Temperature: -6.9
Name: West Puente Valley | Temperature: 16.6
Name: The Woodlands | Temperature: 16.2
Name: St. Pete Beach | Temperature: 12.5
Name: University Place | Temperature: 2.6
Name: San Juan Capistrano | Temperature: 16.9
Name: Boxford | Temperature: -0.4
Name: Bel Air South | Temperature: -0.4
Name: West Seneca | Temperature: -1.7
Name: Westbrook | Temperature: -2.5
Name: Wilmington | Temperature: 9.1
Name: Sunnyside | Temperature: 2.0
Name: Conneaut | Temperature: -2.1
Name: Burlington | Temperature: -0.1
Name: Waterloo | Temperature: -4.9
Name: Westlake Village | Temperature: 13.9
Name: Warren | Temperature: 2.7
Name: Concord | Temperature: 11.6
Name: Wheeling | Temperature: -3.7
Name: Walla Walla | Temperature: 1.2
Name: Brattleboro | Temperature: -0.7
Name: Sunrise | Temperature: 18.7
Name: Catalina Foothills | Temperature: 17.0
Name: Burlington | Temperature: -0.1
Name: Westfield | Temperature: -1.6
Name: Milford Mill | Temperature: 0.4
Name: Waco | Temperature: 10.0
Name: Yreka | Temperature: 2.2
Name: Bedford | Temperature: 10.6
Name: Wilmington | Temperature: 9.1
Name: Middleburg Heights | Temperature: -273.1
Name: Ville Platte | Temperature: 12.8
Name: West Columbia | Temperature: 11.1
Name: Whitman | Temperature: -0.7
Name: Vincent | Temperature: 7.8
Name: Millville | Temperature: -2.0
Name: Batesville | Temperature: 5.4
Name: Citrus Ridge | Temperature: 11.1
Name: Trumbull | Temperature: -0.0
Name: Trophy Club | Temperature: 10.4
Name: Claiborne | Temperature: 10.0
Name: Wildwood | Temperature: 2.1
Name: Valdosta | Temperature: 3.9
Name: Catonsville | Temperature: 1.0
Name: Burnsville | Temperature: -15.6
Name: Tuskegee | Temperature: 11.2
Name: Warren | Temperature: 2.7
Name: Tuscumbia | Temperature: 6.6
Name: Westmere | Temperature: -1.8
Name: Wilsonville | Temperature: 4.1
Name: Valinda | Temperature: 16.9
Name: Braintree | Temperature: 10.0
Name: West Covina | Temperature: 16.5
Name: Beverly Hills | Temperature: -273.1
Name: Thief River Falls | Temperature: -18.0
Name: Vermilion | Temperature: -0.6
Name: Willard | Temperature: -0.3
Name: Concord | Temperature: 11.6
Name: Sunnyside | Temperature: 2.0
Name: Bernardsville | Temperature: -2.2
Name: Catskill | Temperature: -0.9
Name: Williston Park | Temperature: 1.9
Name: Commerce | Temperature: 16.7
Name: Sunny Isles Beach | Temperature: 17.8
Name: Veradale | Temperature: -0.3
Name: Trussville | Temperature: 8.8
Name: Berkley | Temperature: -2.9
Name: Branford | Temperature: 0.4
Name: Wilmington | Temperature: 9.1
Name: Wilbraham | Temperature: -1.2
Name: Black Forest | Temperature: -7.5
Name: Wickliffe | Temperature: -1.1
Name: Warren | Temperature: 2.7
Name: Middleburg | Temperature: 4.5
Name: Watertown | Temperature: -0.3
Name: Waterbury | Temperature: -1.7
Name: Brea | Temperature: 16.4
Name: Concord | Temperature: 11.6
Name: Three Rivers | Temperature: -2.7
Name: Snyder | Temperature: 6.0
Name: Warren | Temperature: 2.7
Name: Romulus | Temperature: -2.7
Name: Braintree | Temperature: 10.0
Name: Comstock Park | Temperature: -5.9
Name: Concord | Temperature: 11.6
Name: Westport | Temperature: 0.4
Name: West Chester | Temperature: -0.0
Name: Bethpage | Temperature: 0.8
Name: Twentynine Palms | Temperature: 9.6
Name: Cedar Rapids | Temperature: -11.2
Name: Whitmore Lake | Temperature: -3.8
Name: Cedar Lake | Temperature: -1.5
Name: Wilkins Township | Temperature: 0.2
Name: Westbury | Temperature: 1.8
Name: Clarkson | Temperature: 27.8
Name: Cedar Mill | Temperature: 3.9
Name: Westport | Temperature: 0.3
Name: Berwyn | Temperature: -2.4
Name: Waterloo | Temperature: -4.9
Name: Cudahy | Temperature: 17.5
Name: Tustin Foothills | Temperature: -273.1
Name: San Luis | Temperature: 22.2
Name: Twentynine Palms Base | Temperature: -273.1
Name: Burlington | Temperature: -0.1
Name: Bennington | Temperature: -3.1
Name: Sunnyvale | Temperature: 12.0
Name: Williamsport | Temperature: -1.8
Name: Vineland | Temperature: -1.5
Name: Crystal City | Temperature: 12.0
Name: Cahokia | Temperature: 2.5
Name: Tiffin | Temperature: -0.6
Name: Wabash | Temperature: 0.4
Name: Vacaville | Temperature: 14.8
Name: Beverly | Temperature: 0.0
Name: Watertown | Temperature: -0.3
Name: Bessemer | Temperature: 8.2
Name: Willows | Temperature: 13.0
Name: Culver City | Temperature: 16.9
Name: Conning Towers-Nautilus Park | Temperature: 0.8
Name: Wilkinsburg | Temperature: 0.5
Name: Waterloo | Temperature: -4.9
Name: Tiburon | Temperature: 14.0
Name: Willowbrook | Temperature: 17.5
Name: Brewster | Temperature: -1.7
Name: Bennsville | Temperature: -0.8
Name: Cairo | Temperature: 10.5
Name: Middlebury | Temperature: -2.6
Name: West Des Moines | Temperature: -9.0
Name: Castro Valley | Temperature: 12.5
Name: Brevard | Temperature: 13.1
Name: Mill Plain | Temperature: 3.4
Name: Connellsville | Temperature: -0.5
Name: Milford | Temperature: 0.5
Name: Socastee | Temperature: 9.1
Name: Three Lakes | Temperature: 16.0
Name: Congers | Temperature: -0.8
Name: Williamsburg | Temperature: 2.3
Name: Westford | Temperature: -1.1
Name: Williamsburg | Temperature: 2.3
Name: Compton | Temperature: 17.5
Name: Mililani Town | Temperature: 23.3
Name: Tuscaloosa | Temperature: 7.9
Name: Brecksville | Temperature: -1.2
Name: La Follette | Temperature: -273.1
Name: Columbus | Temperature: 1.8
Name: Wilkes-Barre | Temperature: -2.4
Name: Standish | Temperature: -7.1
Name: Brentwood | Temperature: 0.8
Name: Citrus Park | Temperature: 12.5
Name: Twin Lakes | Temperature: -4.1
Name: Warrensville Heights | Temperature: -273.1
Name: Catasauqua | Temperature: -1.6
Name: Waconia | Temperature: -17.0
Name: Southeast | Temperature: 1.7
Name: Mill Creek | Temperature: 3.0
Name: Socorro | Temperature: 6.3
Name: Warrensburg | Temperature: 0.2
Name: Wilmette | Temperature: -2.7
Name: St. Simons | Temperature: -273.1
Name: Middlebury | Temperature: -2.6
Name: Wade Hampton | Temperature: -273.1
Name: St. Rose | Temperature: -273.1
Name: Middlebury | Temperature: -2.6
Name: Arlington | Temperature: 11.0
Name: Williamson | Temperature: 8.9
Name: Socorro | Temperature: 6.3
Name: Biddeford | Temperature: -2.8
Name: San Leandro | Temperature: 13.1
Name: Clarksburg | Temperature: -0.3
Name: Lenexa | Temperature: 0.4
Name: Cedar Park | Temperature: 8.8
Name: Watertown | Temperature: -0.3
Name: Caldwell | Temperature: -1.8
Name: Tustin | Temperature: 16.7
Name: Hillcrest | Temperature: -0.8
Name: Middlesex | Temperature: -0.7
Name: Brenham | Temperature: 12.6
Name: Arlington | Temperature: 11.0
Name: Warren | Temperature: 2.7
Name: Thermalito | Temperature: 13.6
Name: Beverly Hills | Temperature: -273.1
Name: Sunset Hills | Temperature: -273.1
Name: Southeast Arcadia | Temperature: 11.7
Name: Westport | Temperature: 0.3
Name: Breaux Bridge | Temperature: 12.7
Name: Twin Falls | Temperature: -5.3
Name: Roosevelt | Temperature: -0.2
Name: Middleton | Temperature: 10.2
Name: Mill Valley | Temperature: 13.7
Name: Warrenton | Temperature: 24.9
Name: Calabasas | Temperature: 14.3
Name: San Luis Obispo | Temperature: 13.2
Name: Castroville | Temperature: 12.7
Name: Twinsburg | Temperature: -1.6
Name: Tualatin | Temperature: 4.0
Name: Middletown | Temperature: 3.0
Name: Middletown | Temperature: 3.0
Name: Rosamond | Temperature: 10.6
Name: Center Line | Temperature: -2.2
Name: San Marcos | Temperature: 16.9
Name: Volney | Temperature: -2.0
Name: Bellevue | Temperature: 3.8
Name: Topsham | Temperature: -2.5
Name: Willowick | Temperature: -1.2
Name: Middletown | Temperature: 3.0
Name: Conshohocken | Temperature: 0.7
Name: Diamond Bar | Temperature: 15.9
Name: Bridgeport | Temperature: 0.2
Name: Twin Rivers | Temperature: -0.3
Name: Romeoville | Temperature: -2.0
Name: Waller | Temperature: 2.4
Name: Middletown | Temperature: 3.0
Name: Beachwood | Temperature: -1.4
Name: Severna Park | Temperature: -0.1
Name: Middletown | Temperature: 3.0
Name: Cazenovia | Temperature: -3.0
Name: Conover | Temperature: 4.1
Name: Watertown | Temperature: -0.3
Name: Highview | Temperature: 4.2
Name: Conway | Temperature: 5.3
Name: Converse | Temperature: 8.8
Name: Walled Lake | Temperature: -3.9
Name: Surprise | Temperature: 18.5
Name: Tifton | Temperature: 7.2
Name: Clarendon Hills | Temperature: -273.1
Name: Westview | Temperature: 17.2
Name: Crystal Lake | Temperature: -4.9
Name: Milledgeville | Temperature: 9.8
Name: Westwego | Temperature: 13.6
Name: Sunrise Manor | Temperature: 11.5
Name: Cedar Falls | Temperature: -12.2
Name: Valley City | Temperature: -11.0
Name: Birmingham | Temperature: 8.6
Name: Weare | Temperature: -2.4
Name: Millbrae | Temperature: 13.2
Name: Warrenville | Temperature: -3.0
Name: Vernon | Temperature: -0.3
Name: Weatherford | Temperature: 9.7
Name: Sunset | Temperature: 16.4
Name: Valle Vista | Temperature: 10.6
Name: Watertown | Temperature: -0.3
Name: Belfast | Temperature: 3.0
Name: Middleton | Temperature: 10.2
Name: Central Manchester | Temperature: -273.1
Name: Vermillion | Temperature: -7.7
Name: Conroe | Temperature: 15.6
Name: Caldwell | Temperature: -1.8
Name: Southern Pines | Temperature: 6.7
Name: Tuckahoe | Temperature: 1.3
Name: Millington | Temperature: 3.4
Name: Cedartown | Temperature: 8.9
Name: Central Islip | Temperature: 0.8
Name: Cedarburg | Temperature: -7.9
Name: Milltown | Temperature: -0.0
Name: Sodus | Temperature: -2.3
Name: Cedar Hills | Temperature: -273.1
Name: San Marcos | Temperature: 16.9
Name: Buxton | Temperature: 8.8
Name: Miller Place | Temperature: -0.4
Name: Millersville | Temperature: 0.3
Name: Brent | Temperature: 8.7
Name: Vernal | Temperature: -8.7
Name: California | Temperature: 1.9
Name: Stanford | Temperature: 11.7
Name: Westchase | Temperature: 12.7
Name: Wading River | Temperature: -0.9
Name: Middletown | Temperature: 3.0
Name: Billerica | Temperature: -0.7
Name: Beachwood | Temperature: -1.4
Name: Seminole | Temperature: 11.2
Name: Seminole | Temperature: 11.2
Name: Bexley | Temperature: 1.8
Name: Middletown | Temperature: 3.0
Name: Bremerton | Temperature: 3.7
Name: Middlesborough | Temperature: -273.1
Name: Tigard | Temperature: 3.9
Name: Roscoe | Temperature: -4.9
Name: Susanville | Temperature: 0.2
Name: Waynesville | Temperature: 3.7
Name: Brentwood | Temperature: 0.8
Name: Centerville | Temperature: 3.0
Name: Midland Park | Temperature: -0.5
Name: Laurel | Temperature: -0.3
Name: San Mateo | Temperature: 12.2
Name: Midlothian | Temperature: 11.0
Name: Millbury | Temperature: -2.6
Name: Valley Center | Temperature: 16.0
Name: Batesville | Temperature: 5.4
Name: San Marino | Temperature: 3.5
Name: Central Point | Temperature: 3.3
Name: Conway | Temperature: 5.3
Name: San Rafael | Temperature: 25.2
Name: White House | Temperature: -273.1
Name: Conway | Temperature: 5.3
Name: Millcreek | Temperature: -3.0
Name: Celina | Temperature: 0.0
Name: Cairo | Temperature: 10.5
Name: Bethel | Temperature: -0.9
Name: Big Rapids | Temperature: -8.5
Name: Vineyard | Temperature: 12.1
Name: Roseburg | Temperature: 3.0
Name: Ronkonkoma | Temperature: 0.3
Name: Midland | Temperature: 5.0
Name: Burtonsville | Temperature: -0.3
Name: Sussex | Temperature: -1.0
Name: Little River | Temperature: 9.6
Name: Westwood | Temperature: -0.7
Name: Claremont | Temperature: 15.4
Name: Bethany | Temperature: 3.8
Name: Midlothian | Temperature: 11.0
Name: White Horse | Temperature: -273.1
Name: Vallejo | Temperature: 13.2
Name: Newburgh | Temperature: -0.1
Name: Midland | Temperature: 5.0
Name: Midwest City | Temperature: 1.6
Name: Caledonia | Temperature: -6.7
Name: Burrillville | Temperature: -3.4
Name: Brentwood | Temperature: 0.8
Name: Weatherford | Temperature: 9.7
Name: Midland | Temperature: 5.0
Name: Southgate | Temperature: -2.3
Name: Byram | Temperature: 11.3
Name: Montclair | Temperature: 0.4
Name: Westchester | Temperature: 16.4
Name: Rosaryville | Temperature: -0.7
Name: Bend | Temperature: 0.2
Name: Westwood | Temperature: -0.7
Name: Burton | Temperature: -5.0
Name: Batavia | Temperature: -3.4
Name: Cedar Grove | Temperature: 0.3
Name: Montclair | Temperature: 0.4
Name: San Pablo | Temperature: 25.4
Name: Bridge City | Temperature: 13.6
Name: Milan | Temperature: 2.0
Name: Wallingford Center | Temperature: -0.3
Name: Southfield | Temperature: -2.6
Name: Cayce | Temperature: 11.1
Name: Bethalto | Temperature: 2.1
Name: Midvale | Temperature: -2.4
Name: Valley Cottage | Temperature: -0.5
Name: Center Moriches | Temperature: -1.1
Name: Millbrook | Temperature: 11.2
Name: Soledad | Temperature: 27.0
Name: White Bear Lake | Temperature: -14.0
Name: Middletown | Temperature: 3.0
